name,lat,lon,state,in_margin,in_basin
830001fffffffff,15.69933275850859,14.806376869148002,1,False,False
830002fffffffff,15.890657433897532,15.483955195792149,1,False,False
830003fffffffff,16.60874004349394,15.386732401555951,1,False,False
830005fffffffff,14.817165098268417,15.37210878426534,1,False,False
830018fffffffff,17.708332547254322,14.341433015388258,1,False,False
83001afffffffff,18.64562053715973,14.940245652896069,1,False,False
83001cfffffffff,16.79476335009656,14.91889903233715,1,False,False
830021fffffffff,13.068467168968455,15.358066882537544,1,False,False
830023fffffffff,13.945238077218928,15.925907130670383,1,False,False
830025fffffffff,12.219547974475892,15.901111368132858,1,False,False
830028fffffffff,13.905900510798164,13.679361881440364,1,False,False
830029fffffffff,13.878464276172258,12.554180264202758,1,False,False
83002afffffffff,14.798188354476702,14.237326057373595,1,False,False
83002cfffffffff,13.04813619546866,14.245862745364514,1,False,False
83002dfffffffff,13.023018333366275,13.132266257089158,1,False,False
83002efffffffff,13.928159510962802,14.803558335238357,1,False,False
83004dfffffffff,10.728647270423464,12.766611828747704,1,False,False
830061fffffffff,9.066208867239878,16.296682118330484,1,False,False
830068fffffffff,9.40386524609415,14.436365461486382,1,False,False
830069fffffffff,9.0792712139541,13.393942985182388,1,False,False
83006bfffffffff,10.064051942856878,13.607299639896969,1,False,False
83006cfffffffff,8.748636164929124,15.253708686504371,1,False,False
83006dfffffffff,8.429358050796436,14.21621830078832,1,False,False
83006efffffffff,9.72666560913375,15.484883192842153,1,False,False
830109fffffffff,10.53893450936642,15.877272731241572,1,False,False
83010bfffffffff,11.381792776596216,16.432949077468685,1,False,False
83010dfffffffff,9.725122169570248,16.399193497546026,1,False,False
830120fffffffff,6.668006909965629,18.92701126673617,1,False,False
830122fffffffff,7.457666904160978,19.48785512859351,1,False,False
830124fffffffff,5.905595645040169,19.38781660216777,1,False,False
830125fffffffff,5.8875099969875855,18.37488818279483,1,False,False
830126fffffffff,6.683211114228144,19.94647556579873,1,False,False
83012cfffffffff,6.631046285139135,16.87421295314779,1,False,False
830130fffffffff,8.264487300828236,21.089693907780696,1,False,False
830131fffffffff,8.256115370508162,20.0575179817501,1,False,False
830134fffffffff,7.479191161640117,21.533748401669573,1,False,False
830135fffffffff,7.469637218848965,20.51373915534904,1,False,False
830136fffffffff,8.270186931472889,22.115543439834696,1,False,False
830150fffffffff,11.342692445204428,14.254066191477571,1,False,False
830151fffffffff,11.317080783933594,13.162215225879123,1,False,False
830152fffffffff,12.200786792102786,14.800850874233229,1,False,False
830153fffffffff,12.177617191597692,13.698816786915629,1,False,False
830154fffffffff,10.518631252858375,14.798248047267322,1,False,False
830156fffffffff,11.364263903480548,15.34457266461721,1,False,False
83015afffffffff,12.993126646953751,12.01811708031626,1,False,False
83015efffffffff,12.150046242178853,12.59582158265423,1,False,False
830208fffffffff,14.093642273007784,1.4464932408444162,1,False,False
830209fffffffff,13.025241728770668,1.6052112483975989,1,False,False
83020afffffffff,14.513498925638103,0.3753380830946448,1,False,False
83020bfffffffff,13.449521193286303,0.5329316226406993,1,False,False
83020dfffffffff,13.66808875386882,2.5161500743132983,1,False,False
830228fffffffff,14.924996597990406,4.326133325724463,1,False,False
830229fffffffff,13.869299999417786,4.486921207517767,1,False,False
83022bfffffffff,14.301485778930886,3.4232666571764283,1,False,False
83022dfffffffff,14.27503250893819,5.532870198266501,1,False,False
830241fffffffff,8.19865023374447,3.318129264618717,1,False,False
830243fffffffff,8.640159994746892,2.24356970395921,1,False,False
830244fffffffff,7.752366921039979,4.657566866805484,1,False,False
830246fffffffff,8.402187318606966,3.7098095988479742,1,False,False
830248fffffffff,6.39035725852329,2.564821895880424,1,False,False
830249fffffffff,5.253840377063655,2.725961317552009,1,False,False
83024afffffffff,6.833262100729296,1.4860962272446656,1,False,False
83024bfffffffff,5.698357895169886,1.646212876767109,1,False,False
83024cfffffffff,7.075941105995572,3.4795189298826075,1,False,False
83024dfffffffff,5.945392577351651,3.641236298545826,1,False,False
83024efffffffff,7.519403986060357,2.4040242117173904,1,False,False
830250fffffffff,11.28578454041422,0.8492096212468361,1,False,False
830251fffffffff,10.187248814676162,1.0078917595622274,1,False,False
830252fffffffff,11.713138346490036,-0.226366960626808,1,False,False
830253fffffffff,10.618443975475069,-0.0688809845564045,1,False,False
830254fffffffff,11.945060910592986,1.7642792135993377,1,False,False
830255fffffffff,9.049477602504032,2.759255049031555,1,False,False
830256fffffffff,12.37342028873984,0.6908891842423058,1,False,False
830258fffffffff,8.397940198963356,0.2472128348528074,1,False,False
830259fffffffff,7.273583514051118,0.4058185121737754,1,False,False
83025afffffffff,8.83199204994523,-0.8325824905373361,1,False,False
83025bfffffffff,7.710806758445256,-0.675245435889532,1,False,False
83025cfffffffff,9.078493400130732,1.1669343975310926,1,False,False
83025dfffffffff,7.9602424677432495,1.326336305808825,1,False,False
83025efffffffff,9.51314301083633,0.0889793036339893,1,False,False
830260fffffffff,6.55981044138456,4.650217142202927,1,False,False
830264fffffffff,6.9873499018336505,5.661329027958367,1,False,False
830265fffffffff,5.886564988177695,5.567370496385282,1,False,False
830270fffffffff,11.756973011273924,4.131617359949666,1,False,False
830271fffffffff,8.606650125538058,4.233873371382667,1,False,False
830272fffffffff,12.595733576903564,2.675878393035415,1,False,False
830274fffffffff,12.373099193329294,5.051433195551256,1,False,False
830275fffffffff,9.04986199811816,5.250758577474521,1,False,False
830276fffffffff,13.237300824799975,3.5835681834667423,1,False,False
830288fffffffff,16.889964089677758,-6.041199954776611,1,False,False
830289fffffffff,15.861387196247277,-5.892606878759353,1,False,False
83028afffffffff,17.25897730480988,-7.101979566850533,1,False,False
83028bfffffffff,16.237590549862702,-6.955229086366231,1,False,False
83028cfffffffff,17.534192002458333,-5.126657334453698,1,False,False
83028dfffffffff,16.512702965687435,-4.976735197382944,1,False,False
83028efffffffff,17.90440734761763,-6.189361692913192,1,False,False
830298fffffffff,18.618939789888053,-8.302746063567744,1,False,False
830299fffffffff,17.61949436253496,-8.158370181700082,1,False,False
83029afffffffff,18.967431717432667,-9.381292922129878,1,False,False
83029bfffffffff,17.971298486939386,-9.209685679989445,1,False,False
83029dfffffffff,18.26606512123456,-7.248290937047366,1,False,False
8302c0fffffffff,12.291776146083132,-4.372823854976572,1,False,False
8302c1fffffffff,11.205284152811002,-4.22079195926347,1,False,False
8302c2fffffffff,12.695097502320692,-5.444240956189892,1,False,False
8302c3fffffffff,11.61446910952582,-5.293923982682925,1,False,False
8302c4fffffffff,12.962301102674507,-3.4520647922522016,1,False,False
8302c5fffffffff,11.882043564332417,-3.2988281588398767,1,False,False
8302c6fffffffff,13.366308730364697,-4.524434479649124,1,False,False
8302c8fffffffff,9.4188974211065,-4.9919988137224935,1,False,False
8302c9fffffffff,8.305280133772,-4.8403911317800885,1,False,False
8302cafffffffff,9.833420702106826,-6.065503948868027,1,False,False
8302cbfffffffff,8.725160107823873,-5.915679719893068,1,False,False
8302ccfffffffff,10.10744930926068,-4.068339184012004,1,False,False
8302cdfffffffff,8.998935001502913,-3.915465946732928,1,False,False
8302cefffffffff,10.522189111696273,-5.1431765205015765,1,False,False
8302d0fffffffff,14.15347402580757,-6.660410634738928,1,False,False
8302d1fffffffff,13.09164012242992,-6.512342641254362,1,False,False
8302d2fffffffff,14.53596899689644,-7.722566427487083,1,False,False
8302d3fffffffff,13.481064670716496,-7.576405846722894,1,False,False
8302d4fffffffff,14.819077018132036,-5.743582586090552,1,False,False
8302d5fffffffff,13.76348167757038,-5.594127222041621,1,False,False
8302d6fffffffff,15.202281469617567,-6.808039449917485,1,False,False
8302d8fffffffff,11.333563147266783,-7.28274479499631,1,False,False
8302d9fffffffff,10.24210064249822,-7.135244104103856,1,False,False
8302dafffffffff,11.729458292362358,-8.346026613381017,1,False,False
8302dbfffffffff,10.64455908406869,-8.200497678646215,1,False,False
8302dcfffffffff,12.017299865010507,-6.363835493354316,1,False,False
8302ddfffffffff,10.931021456212685,-6.21488923867346,1,False,False
8302defffffffff,12.413414895858958,-7.429798676347671,1,False,False
8302e0fffffffff,13.21404685736317,-1.4580664083236543,1,False,False
8302e1fffffffff,12.135303446135335,-1.3022768821018595,1,False,False
8302e2fffffffff,13.625431377907653,-2.532121674889763,1,False,False
8302e3fffffffff,12.55183261257132,-2.377761706339169,1,False,False
8302e4fffffffff,13.86811459014122,-0.5402118383267868,1,False,False
8302e5fffffffff,12.796566365402198,-0.3834775831728655,1,False,False
8302e6fffffffff,14.280585789845167,-1.613466860946971,1,False,False
8302e8fffffffff,10.369431316384423,-2.067841698317184,1,False,False
8302e9fffffffff,9.26190701999654,-1.912283102209952,1,False,False
8302eafffffffff,10.790133563596326,-3.1451806518157426,1,False,False
8302ebfffffffff,9.687210993485914,-2.991122835173426,1,False,False
8302ecfffffffff,11.044946716857934,-1.1460991314762414,1,False,False
8302edfffffffff,9.943614874021822,-0.9895340329548752,1,False,False
8302eefffffffff,11.466294002791388,-2.2230014781045737,1,False,False
8302f0fffffffff,15.085536413935523,-3.757303314658596,1,False,False
8302f1fffffffff,14.030313585249932,-3.604890014582565,1,False,False
8302f2fffffffff,15.477268583561976,-4.826390478437145,1,False,False
8302f3fffffffff,14.42831307791559,-4.675623467542767,1,False,False
8302f4fffffffff,15.73458481357832,-2.839638134703617,1,False,False
8302f5fffffffff,14.686522134157252,-2.686080702524075,1,False,False
8302f6fffffffff,16.12747327987326,-3.909304207378228,1,False,False
830340fffffffff,9.293431034807377,8.723886803763735,1,False,False
830341fffffffff,8.228397129713104,8.638046095573415,1,False,False
830342fffffffff,13.692222657989316,8.807235931611167,1,False,False
830343fffffffff,8.89588551000502,7.74412893100796,1,False,False
830344fffffffff,9.683222107538716,9.693177173218915,1,False,False
830345fffffffff,8.627394366831393,9.609915238657052,1,False,False
830348fffffffff,6.73767007491419,7.566906292530868,1,False,False
830349fffffffff,5.643822353542064,7.477719196425345,1,False,False
83034afffffffff,7.408141740211518,6.663320080984209,1,False,False
83034bfffffffff,6.315462075815643,6.571934452676166,1,False,False
83034cfffffffff,7.152913491395701,8.551831511316426,1,False,False
83034dfffffffff,6.067601580847818,8.465240996033774,1,False,False
83034efffffffff,7.821906942014084,7.655708851491407,1,False,False
830351fffffffff,14.428566989433545,7.475871584451843,1,False,False
830353fffffffff,14.878279593734586,6.431492790463007,1,False,False
830358fffffffff,9.914296065567603,7.260663527312455,1,False,False
830359fffffffff,8.07832628836243,5.754889381342477,1,False,False
83035afffffffff,12.979790434803109,5.965997732069843,1,False,False
83035bfffffffff,9.485842641010516,6.259865168666637,1,False,False
83035cfffffffff,13.106778967722082,7.910513654368996,1,False,False
83035dfffffffff,8.490776773004637,6.75431511186466,1,False,False
83035efffffffff,13.57665256413579,6.874893965215073,1,False,False
830360fffffffff,9.40218759290365,11.520747464708572,1,False,False
830361fffffffff,8.354557448851391,11.442276619850094,1,False,False
830362fffffffff,10.054976201646571,10.672493232895224,1,False,False
830363fffffffff,9.018710718649302,10.570932610690116,1,False,False
830364fffffffff,9.733864355265704,12.560347328467222,1,False,False
830365fffffffff,8.739792882940275,12.383130062511617,1,False,False
830366fffffffff,10.392586861844372,11.71555608888202,1,False,False
830368fffffffff,6.894205818592819,10.408487189553767,1,False,False
830369fffffffff,5.817266620352161,10.32672626554044,1,False,False
83036afffffffff,7.560947360881493,9.526288464487983,1,False,False
83036bfffffffff,6.484476665688822,9.442294806105371,1,False,False
83036cfffffffff,7.296577338289926,11.363458095971009,1,False,False
83036dfffffffff,6.228830991304851,11.284289877563465,1,False,False
83036efffffffff,7.96155698789013,10.489888624849772,1,False,False
