name,lat,lon,plt_id,max_age,pygp_pts,pygp_feature
8308edfffffffff,69.28121118762355,18.753016171461358,302,550.0,"(0.335, 0.113737, 0.935328)",<pygplates.pygplates.Feature object at 0x7f0ef567c6d0>
8308eefffffffff,67.85780054251816,20.75003604676013,302,550.0,"(0.352459, 0.133535, 0.926251)",<pygplates.pygplates.Feature object at 0x7f0ef567c740>
8308f0fffffffff,64.40482710225193,20.2042884398533,302,550.0,"(0.405427, 0.149203, 0.901869)",<pygplates.pygplates.Feature object at 0x7f0ef567c7b0>
8308f1fffffffff,65.34216701471176,20.916868927489894,302,550.0,"(0.389705, 0.148945, 0.908815)",<pygplates.pygplates.Feature object at 0x7f0ef567c820>
8308f2fffffffff,63.66292140612226,21.393100746111056,302,550.0,"(0.413084, 0.161828, 0.8962)",<pygplates.pygplates.Feature object at 0x7f0ef567c890>
8308f3fffffffff,64.59973199101675,22.134465299147628,302,550.0,"(0.397327, 0.161616, 0.903333)",<pygplates.pygplates.Feature object at 0x7f0ef567c900>
8308f4fffffffff,64.18906441347016,18.336445931933447,302,550.0,"(0.413296, 0.136976, 0.900236)",<pygplates.pygplates.Feature object at 0x7f0ef567c970>
8308f5fffffffff,65.12628463578713,18.968160966392787,302,550.0,"(0.39778, 0.136719, 0.907237)",<pygplates.pygplates.Feature object at 0x7f0ef567c9e0>
8308f6fffffffff,63.46762148311495,19.541149416246334,302,550.0,"(0.420974, 0.149415, 0.894682)",<pygplates.pygplates.Feature object at 0x7f0ef567ca50>
83090afffffffff,66.03594649909085,2.5133566707788777,302,220.0,"(0.405773, 0.0178112, 0.9138)",<pygplates.pygplates.Feature object at 0x7f0ef567cac0>
83090bfffffffff,66.80325002378365,4.019090946160344,302,220.0,"(0.392921, 0.0276073, 0.919158)",<pygplates.pygplates.Feature object at 0x7f0ef567cb30>
830910fffffffff,62.88537883174127,-1.831095929484376,302,220.0,"(0.455539, -0.0145634, 0.890097)",<pygplates.pygplates.Feature object at 0x7f0ef567cba0>
830912fffffffff,62.09707203417986,-0.5248568970434253,302,220.0,"(0.467955, -0.00428682, 0.883742)",<pygplates.pygplates.Feature object at 0x7f0ef567cc10>
830913fffffffff,62.887088073143566,0.18959829779390205,302,220.0,"(0.455743, 0.00150811, 0.89011)",<pygplates.pygplates.Feature object at 0x7f0ef567cc80>
830914fffffffff,62.8541830232785,-3.8761495067425606,302,220.0,"(0.455213, -0.0308429, 0.889848)",<pygplates.pygplates.Feature object at 0x7f0ef567ccf0>
830916fffffffff,62.079960482195986,-2.514280883247706,316,220.0,"(0.467788, -0.0205409, 0.883602)",<pygplates.pygplates.Feature object at 0x7f0ef567cd60>
830918fffffffff,64.41354729810665,1.6964681749874995,302,220.0,"(0.431683, 0.0127854, 0.901935)",<pygplates.pygplates.Feature object at 0x7f0ef567cdd0>
830919fffffffff,65.18709298672219,3.078951939018121,302,220.0,"(0.419051, 0.0225406, 0.907683)",<pygplates.pygplates.Feature object at 0x7f0ef567ce40>
83091afffffffff,63.61707891578345,2.950276994808239,302,220.0,"(0.443779, 0.0228713, 0.895844)",<pygplates.pygplates.Feature object at 0x7f0ef567ceb0>
83091bfffffffff,64.35573524203065,3.745915848311741,302,220.0,"(0.431858, 0.0282745, 0.901498)",<pygplates.pygplates.Feature object at 0x7f0ef567cf20>
83091efffffffff,63.65927159010619,0.929659649880807,302,220.0,"(0.44365, 0.00719913, 0.896171)",<pygplates.pygplates.Feature object at 0x7f0ef567cf90>
830932fffffffff,62.79246928203501,-5.940712930943555,302,220.0,"(0.454759, -0.0473214, 0.889356)",<pygplates.pygplates.Feature object at 0x7f0ef567b040>
830936fffffffff,62.69933896642221,-8.019642070096847,316,220.0,"(0.454174, -0.0639888, 0.888612)",<pygplates.pygplates.Feature object at 0x7f0ef567b0b0>
830948fffffffff,70.70914544264345,16.42374778591369,309,55.0,"(0.316884, 0.0934067, 0.943854)",<pygplates.pygplates.Feature object at 0x7f0ef567b120>
830949fffffffff,71.03525453623604,19.113755500613983,350,550.0,"(0.30707, 0.106415, 0.945719)",<pygplates.pygplates.Feature object at 0x7f0ef567b190>
83094bfffffffff,70.15067436534436,18.924164451867046,302,550.0,"(0.321195, 0.110121, 0.940589)",<pygplates.pygplates.Feature object at 0x7f0ef567b200>
83094dfffffffff,71.6018789779937,16.480202426633703,309,55.0,"(0.302652, 0.0895358, 0.948886)",<pygplates.pygplates.Feature object at 0x7f0ef567b270>
830952fffffffff,67.40742415340907,7.713828692665906,302,220.0,"(0.380699, 0.0515661, 0.92326)",<pygplates.pygplates.Feature object at 0x7f0ef567b2e0>
830953fffffffff,67.87464862698504,9.670009043030023,302,220.0,"(0.371283, 0.0632645, 0.926362)",<pygplates.pygplates.Feature object at 0x7f0ef567b350>
830956fffffffff,67.55248649666945,5.614701768785568,302,220.0,"(0.380005, 0.0373583, 0.92423)",<pygplates.pygplates.Feature object at 0x7f0ef567b3c0>
830958fffffffff,68.62897574648474,14.004246314602673,302,220.0,"(0.353575, 0.088184, 0.93124)",<pygplates.pygplates.Feature object at 0x7f0ef567b430>
830959fffffffff,68.96931105825657,16.326997397459376,302,550.0,"(0.344396, 0.100885, 0.933388)",<pygplates.pygplates.Feature object at 0x7f0ef567b4a0>
83095afffffffff,67.7909952155952,14.066895988270579,302,220.0,"(0.366651, 0.0918713, 0.925811)",<pygplates.pygplates.Feature object at 0x7f0ef567b510>
83095bfffffffff,68.12221767372077,16.285230253523313,302,550.0,"(0.357677, 0.104492, 0.927981)",<pygplates.pygplates.Feature object at 0x7f0ef567b580>
83095efffffffff,68.26314391606834,11.785454827372998,302,220.0,"(0.362537, 0.0756419, 0.928895)",<pygplates.pygplates.Feature object at 0x7f0ef567b5f0>
830980fffffffff,59.60414480765171,4.836943260722529,302,550.0,"(0.504169, 0.0426637, 0.86255)",<pygplates.pygplates.Feature object at 0x7f0ef567b660>
830981fffffffff,60.38555645543921,5.579240137316661,302,550.0,"(0.49182, 0.0480435, 0.86937)",<pygplates.pygplates.Feature object at 0x7f0ef567b6d0>
830982fffffffff,58.754815413482675,5.8644533087420605,302,550.0,"(0.515987, 0.0529985, 0.854955)",<pygplates.pygplates.Feature object at 0x7f0ef567b740>
830983fffffffff,59.538447446664534,6.603898637505405,302,550.0,"(0.503596, 0.0583028, 0.86197)",<pygplates.pygplates.Feature object at 0x7f0ef567b7b0>
830984fffffffff,59.64642434684522,3.0376361565505485,302,550.0,"(0.504625, 0.0267787, 0.862923)",<pygplates.pygplates.Feature object at 0x7f0ef567b820>
830985fffffffff,60.44323489800928,3.7587877917962182,302,550.0,"(0.492224, 0.0323379, 0.869867)",<pygplates.pygplates.Feature object at 0x7f0ef567b890>
830986fffffffff,58.80517909288326,4.1165549189694906,302,550.0,"(0.516613, 0.0371813, 0.855411)",<pygplates.pygplates.Feature object at 0x7f0ef567b900>
830988fffffffff,61.05296323506939,8.14847753595213,302,550.0,"(0.479114, 0.0686017, 0.875067)",<pygplates.pygplates.Feature object at 0x7f0ef567b970>
830989fffffffff,61.843815629073724,8.992962401298895,302,550.0,"(0.466076, 0.0737605, 0.881665)",<pygplates.pygplates.Feature object at 0x7f0ef567b9e0>
83098afffffffff,60.43285373177871,9.263775055230495,302,550.0,"(0.487008, 0.0794344, 0.869778)",<pygplates.pygplates.Feature object at 0x7f0ef567ba50>
83098bfffffffff,61.228251882101794,10.119891517507979,302,550.0,"(0.473833, 0.0845723, 0.876544)",<pygplates.pygplates.Feature object at 0x7f0ef567bac0>
83098cfffffffff,61.14929231885746,6.34419953544618,302,550.0,"(0.479574, 0.05332, 0.87588)",<pygplates.pygplates.Feature object at 0x7f0ef567bb30>
83098dfffffffff,61.89525257426468,7.13258983379358,302,550.0,"(0.467439, 0.0584927, 0.882088)",<pygplates.pygplates.Feature object at 0x7f0ef567bba0>
83098efffffffff,60.304533524865654,7.365011450171044,302,550.0,"(0.491303, 0.063504, 0.868671)",<pygplates.pygplates.Feature object at 0x7f0ef567bc10>
830990fffffffff,57.093359137530136,6.128675030763973,302,550.0,"(0.540167, 0.0580006, 0.839557)",<pygplates.pygplates.Feature object at 0x7f0ef567bc80>
830991fffffffff,57.95106144339234,6.871443396564249,302,550.0,"(0.526832, 0.0634873, 0.847595)",<pygplates.pygplates.Feature object at 0x7f0ef567bcf0>
830992fffffffff,56.43215734377219,7.176553156985061,302,550.0,"(0.548592, 0.0690753, 0.833232)",<pygplates.pygplates.Feature object at 0x7f0ef567bd60>
830993fffffffff,57.2952473110065,7.930908293684213,302,550.0,"(0.535142, 0.0745514, 0.841466)",<pygplates.pygplates.Feature object at 0x7f0ef567bdd0>
830994fffffffff,57.13547282595501,4.4478717351356085,302,550.0,"(0.54102, 0.042084, 0.839956)",<pygplates.pygplates.Feature object at 0x7f0ef567be40>
830995fffffffff,57.953771003518135,5.145999267557065,302,550.0,"(0.528465, 0.0475919, 0.84762)",<pygplates.pygplates.Feature object at 0x7f0ef567beb0>
830996fffffffff,56.27325501348543,5.4326576162799745,302,550.0,"(0.552739, 0.0525671, 0.831695)",<pygplates.pygplates.Feature object at 0x7f0ef567bf20>
830998fffffffff,58.975663471039525,9.519746713993912,302,550.0,"(0.508304, 0.0852411, 0.856948)",<pygplates.pygplates.Feature object at 0x7f0ef567bf90>
830999fffffffff,59.7920758902288,10.356462535992504,302,550.0,"(0.494943, 0.0904502, 0.864205)",<pygplates.pygplates.Feature object at 0x7f0ef567a040>
83099afffffffff,58.30944522899033,10.580162618281626,302,550.0,"(0.5164, 0.0964566, 0.850898)",<pygplates.pygplates.Feature object at 0x7f0ef567a0b0>
83099bfffffffff,59.130680924402625,11.42644995660996,302,550.0,"(0.502912, 0.101647, 0.85834)",<pygplates.pygplates.Feature object at 0x7f0ef567a120>
83099cfffffffff,58.79384090136954,7.6407707889185,302,550.0,"(0.513519, 0.06889, 0.855309)",<pygplates.pygplates.Feature object at 0x7f0ef567a190>
83099dfffffffff,59.6212476565758,8.437814822670338,302,550.0,"(0.50024, 0.0742064, 0.862701)",<pygplates.pygplates.Feature object at 0x7f0ef567a200>
83099efffffffff,58.14323888527695,8.711606534933473,302,550.0,"(0.521708, 0.0799408, 0.84937)",<pygplates.pygplates.Feature object at 0x7f0ef567a270>
8309a0fffffffff,60.4835905710189,0.02523203126850993,303,inf,"(0.492673, 0.000216964, 0.870215)",<pygplates.pygplates.Feature object at 0x7f0ef567a2e0>
8309a1fffffffff,61.29361700589053,0.7199319086183493,303,inf,"(0.480283, 0.00603516, 0.877093)",<pygplates.pygplates.Feature object at 0x7f0ef567a350>
8309a2fffffffff,59.66408672472179,1.2087218332827359,303,inf,"(0.504956, 0.0106542, 0.863079)",<pygplates.pygplates.Feature object at 0x7f0ef567a3c0>
8309a3fffffffff,60.47631316315732,1.9064115244622488,303,inf,"(0.492511, 0.0163934, 0.870152)",<pygplates.pygplates.Feature object at 0x7f0ef567a430>
8309a4fffffffff,60.4639372492869,-1.8812847035546858,303,inf,"(0.492706, -0.0161836, 0.870046)",<pygplates.pygplates.Feature object at 0x7f0ef567a4a0>
8309a5fffffffff,61.289317032500854,-1.2148012549739395,303,inf,"(0.480279, -0.0101845, 0.877057)",<pygplates.pygplates.Feature object at 0x7f0ef567a510>
8309a6fffffffff,59.65599104091414,-0.6467236116710433,303,inf,"(0.505158, -0.0057022, 0.863008)",<pygplates.pygplates.Feature object at 0x7f0ef567a580>
8309a8fffffffff,62.04774552590937,3.3713027843384156,302,550.0,"(0.467924, 0.0275646, 0.883339)",<pygplates.pygplates.Feature object at 0x7f0ef567a5f0>
8309a9fffffffff,62.80673339061031,4.140340205348006,302,220.0,"(0.455801, 0.0329948, 0.88947)",<pygplates.pygplates.Feature object at 0x7f0ef567a660>
8309aafffffffff,61.222377349613055,4.502778155653231,302,550.0,"(0.479926, 0.0377944, 0.876495)",<pygplates.pygplates.Feature object at 0x7f0ef567a6d0>
8309abfffffffff,61.983741686070296,5.270446481089182,302,550.0,"(0.467736, 0.0431472, 0.882814)",<pygplates.pygplates.Feature object at 0x7f0ef567a740>
8309acfffffffff,62.08594168009582,1.4383356815746753,303,inf,"(0.467999, 0.011751, 0.883651)",<pygplates.pygplates.Feature object at 0x7f0ef567a7b0>
8309adfffffffff,62.860457944635286,2.1814397668998526,302,220.0,"(0.455829, 0.0173633, 0.889898)",<pygplates.pygplates.Feature object at 0x7f0ef567a820>
8309aefffffffff,61.27090597417268,2.6269706123798913,302,550.0,"(0.480164, 0.0220306, 0.876902)",<pygplates.pygplates.Feature object at 0x7f0ef567a890>
8309b0fffffffff,58.00035391492323,1.6606020720542096,302,550.0,"(0.529691, 0.0153563, 0.848051)",<pygplates.pygplates.Feature object at 0x7f0ef567a900>
8309b1fffffffff,58.832078282268355,2.3385057740286923,302,550.0,"(0.517117, 0.0211177, 0.855654)",<pygplates.pygplates.Feature object at 0x7f0ef567a970>
8309b2fffffffff,57.15519353691699,2.738569835906722,302,550.0,"(0.541746, 0.0259136, 0.840143)",<pygplates.pygplates.Feature object at 0x7f0ef567a9e0>
8309b3fffffffff,57.98880487854881,3.417337240383014,302,550.0,"(0.529142, 0.0315975, 0.847945)",<pygplates.pygplates.Feature object at 0x7f0ef567aa50>
8309b4fffffffff,57.98733042124611,-0.12151717826894351,303,inf,"(0.530106, -0.00112429, 0.847931)",<pygplates.pygplates.Feature object at 0x7f0ef567aac0>
8309b5fffffffff,58.834369647447325,0.5330271435783732,303,inf,"(0.517491, 0.0048144, 0.855675)",<pygplates.pygplates.Feature object at 0x7f0ef567ab30>
8309b6fffffffff,57.15143511848586,1.0031541970340472,303,inf,"(0.542337, 0.0094964, 0.840107)",<pygplates.pygplates.Feature object at 0x7f0ef567aba0>
830a00fffffffff,64.43659658756262,89.57306854122012,401,1100.0,"(0.0032153, 0.431498, 0.902108)",<pygplates.pygplates.Feature object at 0x7f0ef567ac10>
830a01fffffffff,65.43664587651865,90.29649714621246,401,1100.0,"(-0.00215117, 0.415694, 0.909502)",<pygplates.pygplates.Feature object at 0x7f0ef567ac80>
830a02fffffffff,63.6169994493076,91.25768384316672,401,1100.0,"(-0.00975345, 0.444262, 0.895844)",<pygplates.pygplates.Feature object at 0x7f0ef567acf0>
830a03fffffffff,64.60385479469693,92.02616895836339,401,1100.0,"(-0.0151633, 0.428606, 0.903364)",<pygplates.pygplates.Feature object at 0x7f0ef567ad60>
830a04fffffffff,64.22898566873204,87.15328406287986,401,1100.0,"(0.0215927, 0.434239, 0.900539)",<pygplates.pygplates.Feature object at 0x7f0ef567add0>
830a05fffffffff,65.23573336233687,87.78593482936603,401,1100.0,"(0.0161829, 0.418573, 0.908039)",<pygplates.pygplates.Feature object at 0x7f0ef567ae40>
830a06fffffffff,63.43324226806208,88.90066128090842,401,1100.0,"(0.00858071, 0.447158, 0.894414)",<pygplates.pygplates.Feature object at 0x7f0ef567aeb0>
830a08fffffffff,66.59668976344705,93.78781772260015,401,1100.0,"(-0.0262398, 0.396333, 0.917732)",<pygplates.pygplates.Feature object at 0x7f0ef567af20>
830a09fffffffff,67.60226375422123,94.79687829419427,401,1100.0,"(-0.0318634, 0.379699, 0.924561)",<pygplates.pygplates.Feature object at 0x7f0ef567af90>
830a0afffffffff,65.713863093337,95.49161316504438,401,1100.0,"(-0.0393608, 0.409406, 0.911503)",<pygplates.pygplates.Feature object at 0x7f0ef5679040>
830a0bfffffffff,66.7018372014371,96.54158070796045,401,1100.0,"(-0.0450589, 0.392941, 0.918459)",<pygplates.pygplates.Feature object at 0x7f0ef56790b0>
830a0cfffffffff,66.4453771551858,91.08740150979061,401,1100.0,"(-0.00758389, 0.399551, 0.91668)",<pygplates.pygplates.Feature object at 0x7f0ef5679120>
830a0dfffffffff,67.46166010637886,91.95533546203896,401,1100.0,"(-0.0130784, 0.383078, 0.923623)",<pygplates.pygplates.Feature object at 0x7f0ef5679190>
830a0efffffffff,65.59676356527554,92.8678779886138,401,1100.0,"(-0.0206714, 0.412638, 0.91066)",<pygplates.pygplates.Feature object at 0x7f0ef5679200>
830a10fffffffff,61.77796233283217,92.12401897264627,401,1100.0,"(-0.0175265, 0.472565, 0.881122)",<pygplates.pygplates.Feature object at 0x7f0ef5679270>
830a11fffffffff,62.77722078397243,92.84969843499752,401,1100.0,"(-0.0227427, 0.456886, 0.889235)",<pygplates.pygplates.Feature object at 0x7f0ef56792e0>
830a12fffffffff,60.922870216187114,93.60910150905114,401,1100.0,"(-0.0305924, 0.485023, 0.873966)",<pygplates.pygplates.Feature object at 0x7f0ef5679350>
830a13fffffffff,61.91948386629079,94.3542785508242,401,1100.0,"(-0.035738, 0.469353, 0.882287)",<pygplates.pygplates.Feature object at 0x7f0ef56793c0>
830a14fffffffff,61.59847845133742,89.8926419865408,401,1100.0,"(0.000891244, 0.475647, 0.879636)",<pygplates.pygplates.Feature object at 0x7f0ef5679430>
830a15fffffffff,62.615478839789056,90.55606596766786,401,1100.0,"(-0.00446392, 0.459938, 0.88794)",<pygplates.pygplates.Feature object at 0x7f0ef56794a0>
830a16fffffffff,60.76330671154267,91.4363625457517,401,1100.0,"(-0.012243, 0.488265, 0.872609)",<pygplates.pygplates.Feature object at 0x7f0ef5679510>
830a18fffffffff,63.85078050144176,96.08337068801629,401,1100.0,"(-0.0467045, 0.438229, 0.897649)",<pygplates.pygplates.Feature object at 0x7f0ef5679580>
830a19fffffffff,64.81608435570942,97.07710156581464,401,1100.0,"(-0.0524268, 0.422283, 0.904947)",<pygplates.pygplates.Feature object at 0x7f0ef56795f0>
830a1afffffffff,62.958673974265956,97.53558162142699,401,1100.0,"(-0.0596214, 0.450707, 0.890679)",<pygplates.pygplates.Feature object at 0x7f0ef5679660>
830a1bfffffffff,63.90601476542558,98.554000319611,401,1100.0,"(-0.0654232, 0.434952, 0.898074)",<pygplates.pygplates.Feature object at 0x7f0ef56796d0>
830a1cfffffffff,63.754620738073896,93.64722405725105,401,1100.0,"(-0.0281307, 0.441321, 0.896908)",<pygplates.pygplates.Feature object at 0x7f0ef5679740>
830a1dfffffffff,64.73098525068485,94.53025564571246,401,1100.0,"(-0.0337165, 0.425535, 0.904314)",<pygplates.pygplates.Feature object at 0x7f0ef56797b0>
830a1efffffffff,62.89152423168657,95.1672177523955,401,1100.0,"(-0.0410395, 0.453825, 0.890145)",<pygplates.pygplates.Feature object at 0x7f0ef5679820>
830a20fffffffff,64.7238668964891,82.85248296998564,401,1100.0,"(0.0531269, 0.423663, 0.90426)",<pygplates.pygplates.Feature object at 0x7f0ef5679890>
830a21fffffffff,65.74492793713064,83.36551432114969,401,1100.0,"(0.0474617, 0.408049, 0.911726)",<pygplates.pygplates.Feature object at 0x7f0ef5679900>
830a22fffffffff,63.97938145288474,84.74983095784255,401,1100.0,"(0.0401426, 0.436854, 0.898636)",<pygplates.pygplates.Feature object at 0x7f0ef5679970>
830a23fffffffff,65.0003572431341,85.30958321784864,401,1100.0,"(0.0345578, 0.421197, 0.90631)",<pygplates.pygplates.Feature object at 0x7f0ef56799e0>
830a24fffffffff,64.40462524940766,80.42793766708765,401,1100.0,"(0.0718385, 0.425998, 0.901867)",<pygplates.pygplates.Feature object at 0x7f0ef5679a50>
830a25fffffffff,65.43981623865811,80.85818405725033,401,1100.0,"(0.0660377, 0.410369, 0.909525)",<pygplates.pygplates.Feature object at 0x7f0ef5679ac0>
830a26fffffffff,63.687957945203664,82.3708888060756,401,1100.0,"(0.0588471, 0.439336, 0.896393)",<pygplates.pygplates.Feature object at 0x7f0ef5679b30>
830a28fffffffff,67.0415815149703,86.47996384203644,401,1100.0,"(0.0239489, 0.389327, 0.920788)",<pygplates.pygplates.Feature object at 0x7f0ef5679ba0>
830a29fffffffff,68.07900883330038,87.13504501483328,401,1100.0,"(0.0186597, 0.372861, 0.9277)",<pygplates.pygplates.Feature object at 0x7f0ef5679c10>
830a2afffffffff,66.25021579065385,88.45040248575424,401,1100.0,"(0.0108911, 0.402596, 0.915313)",<pygplates.pygplates.Feature object at 0x7f0ef5679c80>
830a2bfffffffff,67.27386043466052,89.17960708336415,401,1100.0,"(0.00553145, 0.386287, 0.922362)",<pygplates.pygplates.Feature object at 0x7f0ef5679cf0>
830a2cfffffffff,66.76777943502228,83.86477960370304,401,1100.0,"(0.0421579, 0.392199, 0.918914)",<pygplates.pygplates.Feature object at 0x7f0ef5679d60>
830a2dfffffffff,67.8075516369579,84.37733843565007,401,1100.0,"(0.0370076, 0.375901, 0.92592)",<pygplates.pygplates.Feature object at 0x7f0ef5679dd0>
830a2efffffffff,66.0137802647423,85.88535681972866,401,1100.0,"(0.0291685, 0.405469, 0.913643)",<pygplates.pygplates.Feature object at 0x7f0ef5679e40>
830a30fffffffff,62.173678278485106,85.98757115098793,401,1100.0,"(0.0326628, 0.465649, 0.884367)",<pygplates.pygplates.Feature object at 0x7f0ef5679eb0>
830a31fffffffff,63.20876483895914,86.55326369524452,401,1100.0,"(0.0270988, 0.449926, 0.892655)",<pygplates.pygplates.Feature object at 0x7f0ef5679f20>
830a32fffffffff,61.38066743654657,87.66690003176154,401,1100.0,"(0.0194991, 0.478591, 0.877821)",<pygplates.pygplates.Feature object at 0x7f0ef5679f90>
830a33fffffffff,62.41436850442005,88.26626912543298,401,1100.0,"(0.0140102, 0.462862, 0.88632)",<pygplates.pygplates.Feature object at 0x7f0ef5677040>
830a34fffffffff,61.89345581439884,83.72702548452236,401,1100.0,"(0.0514763, 0.468292, 0.882073)",<pygplates.pygplates.Feature object at 0x7f0ef56770b0>
830a35fffffffff,62.94353484512178,84.22323846222041,401,1100.0,"(0.0457838, 0.452558, 0.890559)",<pygplates.pygplates.Feature object at 0x7f0ef5677120>
830a36fffffffff,61.12440605604114,85.45344386592686,401,1100.0,"(0.0382798, 0.48139, 0.87567)",<pygplates.pygplates.Feature object at 0x7f0ef5677190>
830a40fffffffff,71.57287225281192,96.46166650395993,401,1100.0,"(-0.0355732, 0.31409, 0.948726)",<pygplates.pygplates.Feature object at 0x7f0ef5677200>
830a41fffffffff,72.60252957056927,97.93908603113167,401,1100.0,"(-0.0412978, 0.296133, 0.954254)",<pygplates.pygplates.Feature object at 0x7f0ef5677270>
830a42fffffffff,70.63570909026126,98.50030196911338,401,1100.0,"(-0.0490114, 0.327931, 0.943429)",<pygplates.pygplates.Feature object at 0x7f0ef56772e0>
830a43fffffffff,71.64521563676459,100.02181341896163,401,1100.0,"(-0.0547999, 0.310095, 0.949125)",<pygplates.pygplates.Feature object at 0x7f0ef5677350>
830a44fffffffff,71.43624792496682,92.96976131756108,401,1100.0,"(-0.0164939, 0.317932, 0.94797)",<pygplates.pygplates.Feature object at 0x7f0ef56773c0>
830a45fffffffff,72.48605457150194,94.21539774759985,401,1100.0,"(-0.0221208, 0.300124, 0.953644)",<pygplates.pygplates.Feature object at 0x7f0ef5677430>
830a46fffffffff,70.54170440275672,95.14670859582192,401,1100.0,"(-0.029883, 0.331778, 0.942884)",<pygplates.pygplates.Feature object at 0x7f0ef56774a0>
830a48fffffffff,73.64442786147721,103.64845995485389,401,1100.0,"(-0.0664469, 0.273646, 0.959533)",<pygplates.pygplates.Feature object at 0x7f0ef5677510>
830a49fffffffff,74.62630487513397,105.82389654867552,401,1100.0,"(-0.0722915, 0.255067, 0.964217)",<pygplates.pygplates.Feature object at 0x7f0ef5677580>
830a4afffffffff,72.62413978399842,105.54788248016071,401,1100.0,"(-0.0800482, 0.287711, 0.954366)",<pygplates.pygplates.Feature object at 0x7f0ef56775f0>
830a4bfffffffff,73.58348232460918,107.7058105100518,401,300.0,"(-0.0859525, 0.269231, 0.959233)",<pygplates.pygplates.Feature object at 0x7f0ef5677660>
830a4cfffffffff,73.62777578048696,99.60867410746452,401,1100.0,"(-0.0470502, 0.277922, 0.959451)",<pygplates.pygplates.Feature object at 0x7f0ef56776d0>
830a4dfffffffff,74.64511161912753,101.5070564758433,401,1100.0,"(-0.052824, 0.259475, 0.964304)",<pygplates.pygplates.Feature object at 0x7f0ef5677740>
830a4efffffffff,72.64930615667703,101.72725020869075,401,1100.0,"(-0.060614, 0.291995, 0.954497)",<pygplates.pygplates.Feature object at 0x7f0ef56777b0>
830a50fffffffff,68.68627857083352,98.95755548228676,401,1100.0,"(-0.056594, 0.359041, 0.931604)",<pygplates.pygplates.Feature object at 0x7f0ef5677820>
830a51fffffffff,69.67865942566272,100.35431347986928,401,1100.0,"(-0.0624192, 0.341629, 0.93776)",<pygplates.pygplates.Feature object at 0x7f0ef5677890>
830a52fffffffff,67.7326812752114,100.6276674434603,401,1100.0,"(-0.0698842, 0.372428, 0.925426)",<pygplates.pygplates.Feature object at 0x7f0ef5677900>
830a53fffffffff,68.70533692255242,102.04429389130745,401,1100.0,"(-0.0757807, 0.35517, 0.931725)",<pygplates.pygplates.Feature object at 0x7f0ef5677970>
830a54fffffffff,68.61190167338238,95.90794201982607,401,1100.0,"(-0.037537, 0.362746, 0.931132)",<pygplates.pygplates.Feature object at 0x7f0ef56779e0>
830a55fffffffff,69.62376506022805,97.13632135815281,401,1100.0,"(-0.043255, 0.345486, 0.937426)",<pygplates.pygplates.Feature object at 0x7f0ef5677a50>
830a56fffffffff,67.6932727082369,97.69218775802908,401,1100.0,"(-0.0508052, 0.376149, 0.925165)",<pygplates.pygplates.Feature object at 0x7f0ef5677ac0>
830a58fffffffff,70.6363671793977,105.32880397502618,401,1100.0,"(-0.0876511, 0.319767, 0.943433)",<pygplates.pygplates.Feature object at 0x7f0ef5677b30>
830a59fffffffff,71.5882731898988,107.24060066903581,401,1100.0,"(-0.0936112, 0.301652, 0.948811)",<pygplates.pygplates.Feature object at 0x7f0ef5677ba0>
830a5afffffffff,69.60921463239286,106.86647708575751,401,1100.0,"(-0.101092, 0.333433, 0.937338)",<pygplates.pygplates.Feature object at 0x7f0ef5677c10>
830a5bfffffffff,70.54026401399285,108.75609011371965,401,1100.0,"(-0.107119, 0.315453, 0.942876)",<pygplates.pygplates.Feature object at 0x7f0ef5677c80>
830a5cfffffffff,70.66785483063612,101.9020966236528,401,1100.0,"(-0.0682745, 0.323927, 0.943615)",<pygplates.pygplates.Feature object at 0x7f0ef5677cf0>
830a5dfffffffff,71.65086230704603,103.62412778833378,401,1100.0,"(-0.0741531, 0.305949, 0.949156)",<pygplates.pygplates.Feature object at 0x7f0ef5677d60>
830a5efffffffff,69.67422698844291,103.60456954388555,401,1100.0,"(-0.0817053, 0.337611, 0.937733)",<pygplates.pygplates.Feature object at 0x7f0ef5677dd0>
830a60fffffffff,72.05759351837929,87.07221099480093,401,1100.0,"(0.0157349, 0.307659, 0.951367)",<pygplates.pygplates.Feature object at 0x7f0ef5677e40>
830a61fffffffff,73.1373669161996,87.97062773913908,401,1100.0,"(0.0102722, 0.289896, 0.957003)",<pygplates.pygplates.Feature object at 0x7f0ef5677eb0>
830a62fffffffff,71.23851913898058,89.56918291304085,401,1100.0,"(0.00241836, 0.32162, 0.946866)",<pygplates.pygplates.Feature object at 0x7f0ef5677f20>
830a63fffffffff,72.30308055164912,90.58496962361197,401,1100.0,"(-0.00310349, 0.303966, 0.952678)",<pygplates.pygplates.Feature object at 0x7f0ef5677f90>
830a64fffffffff,71.75416961641228,83.69648164129168,401,1100.0,"(0.0343763, 0.311202, 0.949722)",<pygplates.pygplates.Feature object at 0x7f0ef5675040>
830a65fffffffff,72.8406682628728,84.35422828455968,401,1100.0,"(0.0290244, 0.293599, 0.955488)",<pygplates.pygplates.Feature object at 0x7f0ef56750b0>
830a66fffffffff,70.98347588538608,86.27928359724747,401,1100.0,"(0.0211448, 0.325154, 0.945425)",<pygplates.pygplates.Feature object at 0x7f0ef5675120>
830a68fffffffff,74.43899512496296,93.05055111126924,401,1100.0,"(-0.0142762, 0.267884, 0.963345)",<pygplates.pygplates.Feature object at 0x7f0ef5675190>
